application_id,is_default,first_default_month,max_days_past_due,total_payments_made,default_probability_actual
APP-003357,0,0,0,36,0.09
APP-003358,0,0,1,36,0.92
APP-003359,0,0,0,18,0.14
APP-003360,1,4,120,3,0.92
APP-003361,0,0,0,36,0.4
APP-003362,1,6,60,5,0.56
APP-003363,0,0,0,24,0.14
APP-003364,0,0,0,12,0.8115
APP-003365,0,0,1,36,0.38
APP-003366,0,0,0,18,0.44
APP-003367,0,0,0,48,0.11
APP-003368,1,7,60,6,0.6965
APP-003369,0,0,0,18,0.11
APP-003370,1,6,60,5,0.69
APP-003371,0,0,5,60,0.06
APP-003372,1,7,90,6,0.7365
APP-003373,0,0,0,36,0.09
APP-003374,0,0,15,24,0.23
APP-003375,1,4,90,3,0.71
APP-003376,1,8,90,7,0.26
APP-003377,1,6,120,5,0.56
APP-003378,0,0,0,36,0.11
APP-003379,0,0,0,12,0.14
APP-003380,1,3,90,2,0.671
APP-003381,1,5,90,4,0.66
APP-003382,0,0,0,36,0.06
APP-003383,1,7,120,6,0.46
APP-003384,1,6,90,5,0.79
APP-003385,0,0,1,48,0.27
APP-003386,1,3,90,2,0.615
APP-003387,1,2,60,1,0.26
APP-003388,0,0,0,48,0.17
APP-003389,0,0,0,60,0.19
APP-003390,0,0,0,48,0.92
APP-003391,1,2,60,1,0.92
APP-003392,1,3,120,2,0.84
APP-003393,1,1,90,0,0.14
APP-003394,0,0,1,36,0.388
APP-003395,1,3,60,2,0.611
APP-003396,0,0,1,24,0.68
APP-003397,0,0,0,36,0.491
APP-003398,1,5,120,4,0.58
APP-003399,0,0,0,36,0.26
APP-003400,0,0,0,48,0.11
APP-003401,0,0,0,36,0.46
APP-003402,1,1,180,0,0.92
APP-003403,1,6,30,5,0.388
APP-003404,0,0,0,60,0.165
APP-003405,1,3,120,2,0.35
APP-003406,0,0,0,36,0.18
APP-003407,0,0,0,36,0.14
APP-003408,1,1,90,0,0.62
APP-003409,0,0,0,36,0.22
APP-003410,0,0,0,36,0.14
APP-003411,0,0,0,48,0.64
APP-003412,1,7,120,6,0.51
APP-003413,0,0,0,24,0.451
APP-003414,0,0,1,36,0.325
APP-003415,0,0,0,24,0.11
APP-003416,0,0,0,36,0.11
APP-003417,1,3,30,2,0.39
APP-003418,0,0,0,24,0.371
APP-003419,0,0,0,36,0.36
APP-003420,1,2,90,1,0.92
APP-003421,0,0,0,36,0.06
APP-003422,1,6,180,5,0.668
APP-003423,0,0,0,60,0.341
APP-003424,1,4,180,3,0.38
APP-003425,1,4,90,3,0.681
APP-003426,0,0,0,24,0.38
APP-003427,1,8,90,7,0.248
APP-003428,1,3,120,2,0.92
APP-003429,0,0,0,18,0.31
APP-003430,0,0,0,36,0.91
APP-003431,1,12,90,11,0.78
APP-003432,0,0,0,60,0.23
APP-003433,0,0,0,48,0.06
APP-003434,1,4,120,3,0.14
APP-003435,1,6,30,5,0.06
APP-003436,0,0,0,60,0.504
APP-003437,1,3,90,2,0.86
APP-003438,1,3,30,2,0.741
APP-003439,0,0,0,24,0.47
APP-003440,1,3,120,2,0.92
APP-003441,1,4,60,3,0.31
APP-003442,0,0,0,36,0.411
APP-003443,0,0,0,24,0.48
APP-003444,1,8,30,7,0.38
APP-003445,1,4,90,3,0.16
APP-003446,1,5,120,4,0.23
APP-003447,1,7,120,6,0.91
APP-003448,1,2,90,1,0.32
APP-003449,0,0,0,48,0.441
APP-003450,1,1,60,0,0.92
APP-003451,0,0,0,24,0.888
APP-003452,1,4,30,3,0.43
APP-003453,0,0,0,36,0.26
APP-003454,0,0,0,36,0.06
APP-003455,0,0,5,18,0.14
APP-003456,1,6,90,5,0.38
APP-003457,1,10,60,9,0.618
APP-003458,1,2,180,1,0.34
APP-003459,1,4,120,3,0.76
APP-003460,0,0,0,36,0.4
APP-003461,0,0,0,24,0.54
APP-003462,1,7,90,6,0.92
APP-003463,0,0,0,48,0.42
APP-003464,0,0,1,36,0.18
APP-003465,1,8,30,7,0.751
APP-003466,0,0,0,48,0.29
APP-003467,0,0,0,48,0.4365
APP-003468,0,0,0,36,0.46
APP-003469,1,3,90,2,0.11
APP-003470,0,0,0,24,0.54
APP-003471,1,2,90,1,0.421
APP-003472,0,0,1,48,0.38
APP-003473,1,9,90,8,0.51
APP-003474,1,4,120,3,0.51
APP-003475,0,0,0,18,0.611
APP-003476,1,9,90,8,0.76
APP-003477,1,11,120,10,0.4
APP-003478,1,4,30,3,0.34
APP-003479,0,0,15,60,0.28
APP-003480,1,8,30,7,0.43
APP-003481,1,5,60,4,0.19
APP-003482,1,7,90,6,0.54
APP-003483,1,3,180,2,0.43
APP-003484,1,8,180,7,0.46
APP-003485,0,0,0,12,0.345
APP-003486,1,3,180,2,0.69
APP-003487,1,5,30,4,0.11
APP-003488,0,0,0,60,0.14
APP-003489,0,0,0,18,0.18
APP-003490,1,6,120,5,0.541
APP-003491,1,8,30,7,0.14
APP-003492,0,0,1,48,0.06
APP-003493,0,0,0,36,0.245
APP-003494,1,3,90,2,0.92
APP-003495,0,0,5,60,0.16
APP-003496,1,7,60,6,0.26
APP-003497,0,0,1,60,0.528
APP-003498,0,0,0,12,0.495
APP-003499,1,6,180,5,0.92
APP-003500,0,0,1,48,0.44
APP-003501,1,7,90,6,0.51
APP-003502,0,0,0,60,0.16
APP-003503,0,0,0,36,0.18
APP-003504,0,0,0,36,0.24
APP-003505,1,5,30,4,0.76
APP-003506,0,0,15,24,0.31
APP-003507,0,0,0,36,0.14
APP-003508,1,9,180,8,0.831
APP-003509,1,6,120,5,0.791
APP-003510,1,2,60,1,0.92
APP-003511,0,0,1,60,0.22
APP-003512,0,0,15,48,0.92
APP-003513,0,0,1,36,0.14
APP-003514,0,0,1,24,0.33
APP-003515,1,10,90,9,0.54
APP-003516,0,0,0,48,0.27
APP-003517,0,0,0,24,0.16
APP-003518,0,0,0,60,0.37
APP-003519,1,1,90,0,0.385
APP-003520,1,9,60,8,0.31
APP-003521,1,5,90,4,0.341
APP-003522,1,1,180,0,0.27
APP-003523,1,9,30,8,0.671
APP-003524,1,2,90,1,0.911
APP-003525,0,0,0,36,0.92
APP-003526,0,0,0,24,0.14
APP-003527,1,5,90,4,0.11
APP-003528,0,0,0,36,0.18
APP-003529,0,0,0,60,0.371
APP-003530,1,5,90,4,0.71
APP-003531,1,5,90,4,0.92
APP-003532,1,10,60,9,0.92
APP-003533,1,8,90,7,0.92
APP-003534,0,0,0,12,0.92
APP-003535,1,9,120,8,0.92
APP-003536,1,6,90,5,0.92
APP-003537,0,0,5,36,0.44
APP-003538,0,0,0,48,0.06
APP-003539,1,7,60,6,0.38
APP-003540,1,1,90,0,0.42
APP-003541,0,0,1,48,0.28
APP-003542,0,0,0,24,0.68
APP-003543,1,8,60,7,0.92
APP-003544,1,3,30,2,0.92
APP-003545,1,9,180,8,0.54
APP-003546,1,7,90,6,0.92
APP-003547,1,5,120,4,0.92
APP-003548,0,0,0,48,0.67
APP-003549,0,0,15,48,0.39
APP-003550,1,7,120,6,0.92
APP-003551,1,8,120,7,0.77
APP-003552,0,0,1,48,0.11
APP-003553,0,0,15,48,0.06
APP-003554,1,5,90,4,0.92
APP-003555,1,3,90,2,0.468
APP-003556,0,0,0,36,0.584
APP-003557,1,1,30,0,0.53
APP-003558,1,2,90,1,0.54
APP-003559,1,6,90,5,0.92
APP-003560,1,9,30,8,0.25
APP-003561,1,4,90,3,0.92
APP-003562,1,8,120,7,0.31
APP-003563,0,0,0,36,0.26
APP-003564,0,0,0,36,0.38
APP-003565,1,4,90,3,0.584
APP-003566,0,0,0,60,0.308
APP-003567,1,3,90,2,0.4
APP-003568,1,2,60,1,0.765
APP-003569,1,2,90,1,0.38
APP-003570,0,0,5,18,0.78
APP-003571,0,0,0,60,0.06
APP-003572,1,3,90,2,0.791
APP-003573,0,0,15,36,0.34
APP-003574,0,0,0,36,0.54
APP-003575,0,0,5,48,0.168
APP-003576,0,0,0,24,0.19
APP-003577,0,0,1,24,0.76
APP-003578,0,0,0,24,0.14
APP-003579,0,0,0,36,0.19
APP-003580,1,9,60,8,0.491
APP-003581,0,0,0,12,0.06
APP-003582,1,2,90,1,0.671
APP-003583,0,0,0,18,0.43
APP-003584,0,0,0,36,0.18
APP-003585,0,0,5,12,0.59
APP-003586,1,2,120,1,0.371
APP-003587,1,2,60,1,0.56
APP-003588,1,8,120,7,0.74
APP-003589,1,5,30,4,0.425
APP-003590,0,0,0,60,0.16
APP-003591,1,7,120,6,0.92
APP-003592,1,8,60,7,0.78
APP-003593,0,0,0,18,0.245
APP-003594,0,0,5,18,0.26
APP-003595,1,5,30,4,0.54
APP-003596,0,0,0,12,0.27
APP-003597,1,4,30,3,0.44
APP-003598,1,7,90,6,0.71
APP-003599,0,0,0,24,0.345
APP-003600,0,0,0,24,0.5915
APP-003601,1,3,60,2,0.26
APP-003602,1,9,30,8,0.92
APP-003603,0,0,0,48,0.421
APP-003604,0,0,0,24,0.11
APP-003605,0,0,0,24,0.63
APP-003606,0,0,1,36,0.471
APP-003607,1,4,30,3,0.46
APP-003608,1,8,120,7,0.76
APP-003609,0,0,0,48,0.11
APP-003610,1,11,90,10,0.51
APP-003611,0,0,0,48,0.28
APP-003612,0,0,0,12,0.24
APP-003613,1,6,90,5,0.56
APP-003614,1,4,90,3,0.35
APP-003615,0,0,15,24,0.16
APP-003616,1,5,120,4,0.7765
APP-003617,1,3,90,2,0.63
APP-003618,1,6,90,5,0.92
APP-003619,0,0,0,24,0.26
APP-003620,0,0,0,36,0.19
APP-003621,0,0,0,48,0.38
APP-003622,0,0,5,36,0.19
APP-003623,0,0,0,36,0.54
APP-003624,0,0,0,24,0.391
APP-003625,1,5,180,4,0.19
APP-003626,1,3,90,2,0.92
APP-003627,1,9,60,8,0.8948
APP-003628,1,8,30,7,0.66
APP-003629,1,8,60,7,0.48
APP-003630,0,0,0,48,0.38
APP-003631,0,0,0,24,0.92
APP-003632,0,0,5,36,0.06
APP-003633,1,10,30,9,0.38
APP-003634,1,5,120,4,0.26
APP-003635,0,0,0,36,0.14
APP-003636,1,4,180,3,0.38
APP-003637,1,5,90,4,0.611
APP-003638,1,2,30,1,0.92
APP-003639,1,6,90,5,0.92
APP-003640,0,0,15,48,0.465
APP-003641,0,0,0,36,0.06
APP-003642,0,0,0,36,0.31
APP-003643,0,0,0,24,0.411
APP-003644,0,0,0,36,0.51
APP-003645,1,10,180,9,0.92
APP-003646,0,0,0,18,0.31
APP-003647,1,5,90,4,0.92
APP-003648,0,0,0,24,0.71
APP-003649,0,0,15,48,0.19
APP-003650,0,0,0,36,0.06
APP-003651,1,2,30,1,0.56
APP-003652,1,3,90,2,0.92
APP-003653,1,2,30,1,0.31
APP-003654,0,0,1,36,0.5115
APP-003655,0,0,0,60,0.26
APP-003656,1,1,90,0,0.59
APP-003657,0,0,5,48,0.18
APP-003658,0,0,0,48,0.18
APP-003659,0,0,0,48,0.11
APP-003660,0,0,0,48,0.27
APP-003661,1,9,120,8,0.504
APP-003662,1,3,90,2,0.92
APP-003663,1,5,180,4,0.63
APP-003664,1,3,60,2,0.26
APP-003665,0,0,15,36,0.41
APP-003666,0,0,0,36,0.48
APP-003667,0,0,5,48,0.21
APP-003668,1,4,60,3,0.67
APP-003669,1,4,90,3,0.168
APP-003670,1,7,180,6,0.89
APP-003671,0,0,0,48,0.39
APP-003672,0,0,0,24,0.325
APP-003673,1,4,180,3,0.46
APP-003674,1,5,30,4,0.26
APP-003675,1,7,180,6,0.56
APP-003676,1,5,120,4,0.92
APP-003677,0,0,0,24,0.18
APP-003678,0,0,0,60,0.19
APP-003679,0,0,0,36,0.371
APP-003680,0,0,0,18,0.16
APP-003681,1,5,90,4,0.64
APP-003682,1,7,120,6,0.92
APP-003683,0,0,0,48,0.27
APP-003684,0,0,0,48,0.06
APP-003685,1,5,90,4,0.54
APP-003686,1,4,120,3,0.92
APP-003687,1,3,30,2,0.34
APP-003688,1,8,120,7,0.67
APP-003689,0,0,0,48,0.74
APP-003690,1,3,120,2,0.4
APP-003691,0,0,5,36,0.19
APP-003692,1,8,90,7,0.654
APP-003693,1,5,180,4,0.41
APP-003694,0,0,0,48,0.06
APP-003695,1,5,60,4,0.92
APP-003696,0,0,0,36,0.14
APP-003697,1,5,90,4,0.461
APP-003698,0,0,0,48,0.57
APP-003699,1,3,60,2,0.76
APP-003700,0,0,0,24,0.21
APP-003701,0,0,0,24,0.34
APP-003702,0,0,1,24,0.345
APP-003703,1,7,60,6,0.61
APP-003704,0,0,1,48,0.06
APP-003705,1,2,90,1,0.56
APP-003706,0,0,5,48,0.411
APP-003707,1,1,60,0,0.64
APP-003708,1,5,90,4,0.91
APP-003709,1,9,30,8,0.31
APP-003710,0,0,0,36,0.41
APP-003711,1,5,90,4,0.32
APP-003712,0,0,0,60,0.421
APP-003713,1,10,30,9,0.92
APP-003714,1,3,90,2,0.24
APP-003715,0,0,0,24,0.39
APP-003716,1,3,90,2,0.61
APP-003717,1,4,90,3,0.39
APP-003718,0,0,5,24,0.56
APP-003719,0,0,0,36,0.26
APP-003720,1,4,90,3,0.751
APP-003721,1,4,90,3,0.56
APP-003722,0,0,1,36,0.06
APP-003723,1,5,120,4,0.92
APP-003724,0,0,5,60,0.18
APP-003725,0,0,0,36,0.18
APP-003726,0,0,0,60,0.11
APP-003727,1,10,90,9,0.691
APP-003728,1,4,120,3,0.84
APP-003729,0,0,15,48,0.31
APP-003730,0,0,15,36,0.18
APP-003731,1,7,90,6,0.82
APP-003732,0,0,0,24,0.77
APP-003733,1,3,30,2,0.92
APP-003734,0,0,1,36,0.06
APP-003735,0,0,0,48,0.36
APP-003736,0,0,0,36,0.14
APP-003737,0,0,1,60,0.41
APP-003738,1,1,180,0,0.92
APP-003739,0,0,0,36,0.51
APP-003740,0,0,0,60,0.18
APP-003741,0,0,0,36,0.64
APP-003742,1,3,60,2,0.85
APP-003743,0,0,0,36,0.06
APP-003744,0,0,1,36,0.56
APP-003745,1,8,90,7,0.39
APP-003746,1,1,120,0,0.92
APP-003747,0,0,0,36,0.11
APP-003748,0,0,0,24,0.34
APP-003749,1,4,90,3,0.26
APP-003750,0,0,0,48,0.19
APP-003751,0,0,0,60,0.36
APP-003752,0,0,0,36,0.541
APP-003753,1,4,60,3,0.901
APP-003754,1,4,60,3,0.69
APP-003755,0,0,15,24,0.26
APP-003756,1,8,30,7,0.615
APP-003757,0,0,0,24,0.23
APP-003758,0,0,5,48,0.34
APP-003759,1,4,60,3,0.728
APP-003760,0,0,0,36,0.16
APP-003761,0,0,0,36,0.18
APP-003762,1,2,120,1,0.65
APP-003763,1,5,180,4,0.69
APP-003764,1,4,90,3,0.54
APP-003765,1,6,120,5,0.16
APP-003766,1,1,30,0,0.64
APP-003767,1,6,90,5,0.92
APP-003768,0,0,0,24,0.19
APP-003769,0,0,0,12,0.11
APP-003770,1,9,90,8,0.06
APP-003771,1,9,120,8,0.92
APP-003772,0,0,0,60,0.55
APP-003773,1,4,60,3,0.5915
APP-003774,0,0,5,48,0.44
APP-003775,1,4,30,3,0.64
APP-003776,1,8,180,7,0.451
APP-003777,1,7,180,6,0.39
APP-003778,1,5,60,4,0.45
APP-003779,0,0,1,18,0.09
APP-003780,1,12,180,11,0.26
APP-003781,0,0,1,48,0.11
APP-003782,1,5,60,4,0.81
APP-003783,1,8,90,7,0.34
APP-003784,1,6,60,5,0.168
APP-003785,0,0,1,60,0.18
APP-003786,0,0,15,36,0.78
APP-003787,0,0,0,60,0.47
APP-003788,1,2,180,1,0.67
APP-003789,1,7,120,6,0.92
APP-003790,1,5,90,4,0.724
APP-003791,1,3,120,2,0.61
APP-003792,0,0,5,24,0.245
APP-003793,1,6,90,5,0.92
APP-003794,0,0,0,36,0.11
APP-003795,0,0,1,36,0.19
APP-003796,1,6,90,5,0.92
APP-003797,1,6,90,5,0.92
APP-003798,1,3,180,2,0.69
APP-003799,0,0,0,60,0.38
APP-003800,1,11,30,10,0.27
APP-003801,0,0,0,36,0.49
APP-003802,1,7,30,6,0.92
APP-003803,1,6,120,5,0.32
APP-003804,1,2,90,1,0.92
APP-003805,0,0,1,36,0.14
APP-003806,0,0,0,24,0.83
APP-003807,0,0,0,48,0.245
APP-003808,1,1,60,0,0.38
APP-003809,0,0,0,36,0.341
APP-003810,0,0,5,36,0.46
APP-003811,1,8,180,7,0.33
APP-003812,1,7,90,6,0.92
APP-003813,0,0,5,36,0.391
APP-003814,1,3,90,2,0.871
APP-003815,1,9,120,8,0.611
APP-003816,1,2,90,1,0.491
APP-003817,0,0,0,36,0.46
APP-003818,1,6,60,5,0.791
APP-003819,0,0,0,12,0.18
APP-003820,1,1,120,0,0.09
APP-003821,0,0,0,24,0.26
APP-003822,1,2,90,1,0.64
APP-003823,1,4,30,3,0.42
APP-003824,1,3,120,2,0.91
APP-003825,0,0,5,36,0.33
APP-003826,0,0,0,36,0.27
APP-003827,0,0,0,36,0.06
APP-003828,0,0,0,48,0.168
APP-003829,1,3,30,2,0.92
APP-003830,0,0,5,12,0.14
APP-003831,1,3,90,2,0.68
APP-003832,1,5,120,4,0.871
APP-003833,0,0,0,18,0.38
APP-003834,0,0,0,60,0.26
APP-003835,0,0,0,24,0.11
APP-003836,0,0,0,36,0.32
APP-003837,0,0,0,24,0.165
APP-003838,1,4,90,3,0.92
APP-003839,0,0,1,24,0.504
APP-003840,0,0,0,36,0.5165
APP-003841,0,0,0,36,0.11
APP-003842,0,0,0,18,0.06
APP-003843,1,2,120,1,0.06
APP-003844,0,0,0,48,0.47
APP-003845,0,0,0,24,0.25
APP-003846,1,12,90,11,0.67
APP-003847,1,10,30,9,0.491
APP-003848,0,0,0,48,0.11
APP-003849,1,8,120,7,0.92
APP-003850,0,0,0,24,0.31
APP-003851,0,0,15,36,0.41
APP-003852,1,1,90,0,0.52
APP-003853,1,5,30,4,0.341
APP-003854,0,0,0,36,0.14
APP-003855,1,9,30,8,0.691
APP-003856,1,6,30,5,0.465
APP-003857,0,0,0,36,0.4365
APP-003858,0,0,15,36,0.341
APP-003859,0,0,0,24,0.46
APP-003860,0,0,0,48,0.06
APP-003861,1,5,60,4,0.92
APP-003862,1,6,90,5,0.345
APP-003863,0,0,0,24,0.06
APP-003864,0,0,0,24,0.18
APP-003865,0,0,15,36,0.44
APP-003866,0,0,0,48,0.19
APP-003867,1,4,90,3,0.92
APP-003868,0,0,0,60,0.09
APP-003869,0,0,0,36,0.33
APP-003870,1,3,90,2,0.611
APP-003871,0,0,5,48,0.14
APP-003872,0,0,0,36,0.11
APP-003873,1,6,60,5,0.92
APP-003874,0,0,0,36,0.671
APP-003875,1,5,60,4,0.421
APP-003876,0,0,5,48,0.14
APP-003877,1,4,180,3,0.82
APP-003878,0,0,0,60,0.53
APP-003879,0,0,15,48,0.34
APP-003880,0,0,0,36,0.54
APP-003881,0,0,0,36,0.14
APP-003882,0,0,1,36,0.165
APP-003883,1,9,90,8,0.92
APP-003884,0,0,0,24,0.501
APP-003885,1,4,60,3,0.62
APP-003886,0,0,0,18,0.34
APP-003887,0,0,0,36,0.06
APP-003888,1,3,60,2,0.85
APP-003889,1,3,90,2,0.43
APP-003890,0,0,0,36,0.56
APP-003891,0,0,0,48,0.11
APP-003892,0,0,15,24,0.06
APP-003893,1,2,120,1,0.92
APP-003894,1,6,120,5,0.71
APP-003895,1,3,90,2,0.76
APP-003896,1,9,30,8,0.76
APP-003897,0,0,1,24,0.54
APP-003898,1,2,90,1,0.92
APP-003899,1,1,90,0,0.745
APP-003900,0,0,0,36,0.14
APP-003901,0,0,0,36,0.14
APP-003902,0,0,1,48,0.18
APP-003903,0,0,0,24,0.19
APP-003904,1,5,60,4,0.92
APP-003905,0,0,0,18,0.22
APP-003906,1,3,60,2,0.9
APP-003907,0,0,0,36,0.64
APP-003908,0,0,0,60,0.92
APP-003909,1,7,120,6,0.92
APP-003910,0,0,0,12,0.491
APP-003911,0,0,0,48,0.341
APP-003912,0,0,0,48,0.06
APP-003913,1,2,60,1,0.21
APP-003914,0,0,0,24,0.51
APP-003915,0,0,0,36,0.34
APP-003916,0,0,0,24,0.23
APP-003917,0,0,0,36,0.24
APP-003918,0,0,0,48,0.468
APP-003919,0,0,0,24,0.14
APP-003920,0,0,0,36,0.165
APP-003921,0,0,1,48,0.815
APP-003922,0,0,0,36,0.29
APP-003923,0,0,0,12,0.48
APP-003924,0,0,5,36,0.31
APP-003925,0,0,0,24,0.27
APP-003926,1,6,180,5,0.561
APP-003927,1,2,180,1,0.81
APP-003928,0,0,0,48,0.34
APP-003929,0,0,0,18,0.34
APP-003930,1,1,120,0,0.92
APP-003931,0,0,0,24,0.61
APP-003932,1,6,30,5,0.68
APP-003933,0,0,5,48,0.248
APP-003934,0,0,0,36,0.66
APP-003935,0,0,0,48,0.14
APP-003936,1,10,90,9,0.4
APP-003937,0,0,0,24,0.11
APP-003938,0,0,15,48,0.33
APP-003939,1,5,180,4,0.81
APP-003940,0,0,0,36,0.291
APP-003941,1,4,90,3,0.571
APP-003942,1,6,60,5,0.92
APP-003943,1,7,90,6,0.92
APP-003944,0,0,0,48,0.35
APP-003945,0,0,0,60,0.26
APP-003946,1,3,120,2,0.31
APP-003947,0,0,0,36,0.06
APP-003948,1,9,90,8,0.92
APP-003949,0,0,0,36,0.504
APP-003950,1,5,60,4,0.92
APP-003951,1,4,90,3,0.48
APP-003952,1,4,90,3,0.56
APP-003953,1,6,120,5,0.92
APP-003954,0,0,0,60,0.14
APP-003955,0,0,0,24,0.46
APP-003956,1,9,60,8,0.871
APP-003957,1,2,60,1,0.92
APP-003958,0,0,0,36,0.245
APP-003959,1,9,120,8,0.3
APP-003960,1,1,90,0,0.388
APP-003961,0,0,0,24,0.19
APP-003962,1,4,90,3,0.92
APP-003963,1,4,180,3,0.728
APP-003964,1,5,120,4,0.46
APP-003965,1,2,90,1,0.92
APP-003966,0,0,5,48,0.41
APP-003967,0,0,0,36,0.315
APP-003968,1,10,60,9,0.89
APP-003969,1,1,120,0,0.465
APP-003970,1,7,30,6,0.38
APP-003971,1,1,180,0,0.34
APP-003972,1,8,30,7,0.835
APP-003973,0,0,5,18,0.41
APP-003974,0,0,0,36,0.18
APP-003975,0,0,0,36,0.11
APP-003976,0,0,0,36,0.48
APP-003977,0,0,0,36,0.46
APP-003978,1,10,120,9,0.92
APP-003979,0,0,0,18,0.48
APP-003980,1,5,60,4,0.728
APP-003981,0,0,0,24,0.64
APP-003982,0,0,5,24,0.11
APP-003983,1,7,120,6,0.76
APP-003984,1,11,30,10,0.771
APP-003985,0,0,0,36,0.18
APP-003986,1,6,90,5,0.43
APP-003987,1,2,60,1,0.84
APP-003988,1,5,30,4,0.81
APP-003989,0,0,15,48,0.19
APP-003990,1,2,120,1,0.18
APP-003991,1,5,120,4,0.695
APP-003992,1,3,60,2,0.34
APP-003993,1,6,120,5,0.451
APP-003994,1,7,120,6,0.92
APP-003995,0,0,0,48,0.28
APP-003996,1,10,120,9,0.61
APP-003997,1,2,60,1,0.24
APP-003998,1,6,120,5,0.92
APP-003999,0,0,0,60,0.18
APP-004000,0,0,1,60,0.46
APP-004001,0,0,0,60,0.06
APP-004002,0,0,1,36,0.11
APP-004003,1,12,60,11,0.29
APP-004004,0,0,1,48,0.67
APP-004005,0,0,0,24,0.67
APP-004006,0,0,0,24,0.46
APP-004007,0,0,1,24,0.11
APP-004008,1,7,90,6,0.19
APP-004009,0,0,0,24,0.468
APP-004010,1,5,90,4,0.92
APP-004011,0,0,0,24,0.06
APP-004012,1,4,120,3,0.81
APP-004013,0,0,1,24,0.83
APP-004014,1,3,60,2,0.18
APP-004015,1,7,60,6,0.691
APP-004016,1,4,120,3,0.92
APP-004017,1,10,180,9,0.891
APP-004018,1,2,90,1,0.724
APP-004019,0,0,0,48,0.465
APP-004020,0,0,0,60,0.06
APP-004021,0,0,0,24,0.47
APP-004022,1,2,120,1,0.55
APP-004023,1,1,60,0,0.18
APP-004024,0,0,0,36,0.19
APP-004025,0,0,1,36,0.26
APP-004026,1,3,120,2,0.16
APP-004027,1,8,90,7,0.46
APP-004028,0,0,0,18,0.06
APP-004029,1,4,90,3,0.541
APP-004030,1,2,90,1,0.54
APP-004031,1,4,90,3,0.92
APP-004032,1,3,120,2,0.64
APP-004033,0,0,0,48,0.06
APP-004034,0,0,0,36,0.31
APP-004035,1,9,30,8,0.46
APP-004036,0,0,1,48,0.64
APP-004037,1,4,180,3,0.6965
APP-004038,0,0,0,36,0.23
APP-004039,1,4,90,3,0.11
APP-004040,0,0,0,36,0.14
APP-004041,0,0,0,36,0.56
APP-004042,1,4,60,3,0.26
APP-004043,1,4,30,3,0.64
APP-004044,1,8,90,7,0.48
APP-004045,1,5,90,4,0.9
APP-004046,0,0,0,36,0.56
APP-004047,1,2,120,1,0.14
APP-004048,1,10,90,9,0.36
APP-004049,0,0,0,60,0.11
APP-004050,1,11,60,10,0.71
APP-004051,0,0,5,24,0.11
APP-004052,0,0,0,60,0.41
APP-004053,1,8,30,7,0.19
APP-004054,1,8,180,7,0.791
APP-004055,1,5,60,4,0.838
APP-004056,0,0,0,36,0.19
APP-004057,1,9,90,8,0.46
APP-004058,1,2,180,1,0.62
APP-004059,1,8,90,7,0.691
APP-004060,0,0,0,24,0.19
APP-004061,1,5,30,4,0.92
APP-004062,1,1,120,0,0.92
APP-004063,0,0,1,36,0.46
APP-004064,1,6,90,5,0.34
APP-004065,1,8,30,7,0.561
APP-004066,1,4,180,3,0.26
APP-004067,1,3,90,2,0.46
APP-004068,0,0,0,36,0.18
APP-004069,0,0,0,60,0.31
APP-004070,1,2,120,1,0.92
APP-004071,0,0,1,48,0.58
APP-004072,1,8,90,7,0.851
APP-004073,1,10,60,9,0.56
APP-004074,0,0,0,24,0.19
APP-004075,0,0,0,24,0.31
APP-004076,0,0,1,60,0.328
APP-004077,0,0,0,48,0.328
APP-004078,0,0,0,24,0.76
APP-004079,0,0,5,36,0.06
APP-004080,1,4,120,3,0.92
APP-004081,1,4,30,3,0.65
APP-004082,1,1,90,0,0.245
APP-004083,1,6,90,5,0.388
APP-004084,0,0,0,24,0.391
APP-004085,0,0,0,36,0.46
APP-004086,1,3,30,2,0.31
APP-004087,0,0,0,36,0.56
APP-004088,0,0,0,24,0.14
APP-004089,1,5,30,4,0.92
APP-004090,0,0,0,24,0.19
APP-004091,0,0,0,36,0.06
APP-004092,0,0,0,24,0.46
APP-004093,0,0,0,36,0.31
APP-004094,1,10,60,9,0.26
APP-004095,1,1,30,0,0.618
APP-004096,1,3,120,2,0.45
APP-004097,0,0,0,36,0.11
APP-004098,0,0,0,18,0.42
APP-004099,0,0,1,60,0.54
APP-004100,0,0,0,48,0.16
APP-004101,0,0,15,36,0.245
APP-004102,1,5,30,4,0.69
APP-004103,1,3,30,2,0.14
APP-004104,1,11,90,10,0.82
APP-004105,0,0,0,36,0.67
APP-004106,1,3,90,2,0.468
APP-004107,1,3,90,2,0.46
APP-004108,0,0,5,36,0.06
APP-004109,1,2,60,1,0.16
APP-004110,0,0,15,24,0.48
APP-004111,0,0,15,36,0.17
APP-004112,1,7,90,6,0.34
APP-004113,1,3,90,2,0.84
APP-004114,1,7,120,6,0.16
APP-004115,1,8,60,7,0.92
APP-004116,0,0,0,24,0.19
APP-004117,0,0,0,24,0.31
APP-004118,0,0,0,24,0.48
APP-004119,1,2,30,1,0.23
APP-004120,1,1,30,0,0.56
APP-004121,0,0,0,18,0.22
APP-004122,0,0,15,18,0.26
APP-004123,0,0,15,36,0.341
APP-004124,1,7,120,6,0.67
APP-004125,0,0,0,36,0.28
APP-004126,1,8,90,7,0.83
APP-004127,1,2,60,1,0.14
APP-004128,0,0,1,24,0.871
APP-004129,0,0,0,36,0.14
APP-004130,1,2,120,1,0.36
APP-004131,0,0,0,24,0.11
